Income_Distance,OverTime_Yes,Income_Rel_Role,Age,DailyRate,TotalWorkingYears,TotalSatisfaction,Loyalty,MonthlyRate,YearsAtCompany,HourlyRate,Stability,StockOptionLevel,DistanceFromHome,JobLevel,PercentSalaryHike,PromotionStagnation,NumCompaniesWorked,EnvironmentSatisfaction,JobSatisfaction,TrainingTimesLastYear,JobInvolvement,MaritalStatus_Single,RelationshipSatisfaction,YearsSinceLastPromotion,Attrition
340.7,0.0,1.2974105102817974,36.0,1218.0,10.0,2.25,0.45454545454545453,6986.0,5.0,82.0,0.5999988000024,0.0,9.0,1.0,23.0,0.0,7.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0
1499.25,0.0,0.7480564191959984,34.0,419.0,13.0,2.25,0.8571428571428571,21293.0,12.0,53.0,0.49999958333368055,0.0,7.0,3.0,11.0,0.15384615384615385,0.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,0.0
77.0,0.0,0.3802501289542445,21.0,391.0,0.0,3.5,0.0,19281.0,0.0,96.0,0.0,0.0,15.0,1.0,14.0,0.0,1.0,3.0,4.0,6.0,3.0,1.0,4.0,0.0,0.0
422.85714285714283,0.0,0.9135879721627952,34.0,699.0,8.0,2.25,0.4444444444444444,17102.0,4.0,83.0,0.49999875000312505,0.0,6.0,1.0,11.0,0.2,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
3182.3333333333335,0.0,1.1113001710098138,53.0,1282.0,26.0,3.0,0.5185185185185185,10735.0,14.0,58.0,0.9285707653065962,1.0,5.0,5.0,11.0,0.26666666666666666,4.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,0.0
230.52941176470588,1.0,1.2095781293601333,32.0,1125.0,10.0,2.0,0.9090909090909091,4681.0,10.0,72.0,0.1999998000002,0.0,16.0,1.0,22.0,0.5454545454545454,1.0,2.0,1.0,5.0,1.0,1.0,2.0,6.0,1.0
758.3333333333334,0.0,0.985662169435812,42.0,691.0,10.0,3.0,0.8181818181818182,21173.0,9.0,48.0,0.7777769135812072,1.0,8.0,2.0,11.0,0.4,0.0,3.0,2.0,2.0,3.0,0.0,4.0,4.0,0.0
1281.0,0.0,1.3611797199138571,44.0,477.0,24.0,3.0,0.88,2094.0,18.0,42.0,0.27272714876038695,1.0,7.0,3.0,14.0,0.21739130434782608,3.0,1.0,4.0,4.0,2.0,0.0,4.0,5.0,0.0
6315.666666666667,0.0,1.1027445448896482,46.0,705.0,22.0,2.25,0.08695652173913043,22822.0,2.0,83.0,0.9999950000249999,0.0,2.0,5.0,12.0,0.6666666666666666,3.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0
832.0,0.0,0.7710438714402089,33.0,924.0,7.0,3.5,0.125,6670.0,1.0,78.0,0.9999900000999989,0.0,2.0,1.0,11.0,0.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,0.0,0.0
587.7272727272727,1.0,0.8587067612454221,44.0,1459.0,9.0,4.0,0.4,19121.0,4.0,41.0,0.49999875000312505,0.0,10.0,2.0,13.0,0.2,2.0,4.0,4.0,5.0,3.0,0.0,4.0,1.0,0.0
220.6,0.0,0.6814594472744795,30.0,125.0,10.0,2.75,0.9090909090909091,16117.0,10.0,83.0,0.0,0.0,9.0,1.0,13.0,0.09090909090909091,1.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0
347.6666666666667,0.0,0.7943640517897944,39.0,895.0,19.0,3.75,0.05,3335.0,1.0,56.0,0.0,1.0,5.0,2.0,14.0,0.0,3.0,4.0,4.0,6.0,3.0,0.0,3.0,0.0,1.0
1146.5,1.0,0.7077220338409762,24.0,813.0,6.0,2.25,0.2857142857142857,3020.0,2.0,61.0,0.0,1.0,1.0,1.0,16.0,0.6666666666666666,2.0,2.0,4.0,2.0,3.0,0.0,1.0,2.0,1.0
881.6666666666666,0.0,0.8163649278279032,43.0,1273.0,6.0,3.25,0.7142857142857143,21923.0,5.0,72.0,0.5999988000024,2.0,2.0,1.0,12.0,0.16666666666666666,1.0,4.0,3.0,3.0,4.0,0.0,4.0,1.0,0.0
670.75,1.0,1.0217060167555216,50.0,869.0,3.0,2.5,0.75,3810.0,3.0,86.0,0.6666644444518518,0.0,3.0,1.0,14.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0
671.3333333333334,0.0,0.766945925361767,35.0,890.0,2.0,3.0,0.6666666666666666,9687.0,2.0,97.0,0.9999950000249999,0.0,2.0,1.0,13.0,0.6666666666666666,1.0,4.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0
569.8333333333334,1.0,1.0552558367650666,36.0,852.0,6.0,2.75,0.14285714285714285,13072.0,1.0,82.0,0.9999900000999989,1.0,5.0,1.0,14.0,0.0,8.5,2.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0
2688.0,0.0,0.7763985088479012,33.0,1141.0,10.0,2.0,0.45454545454545453,3193.0,5.0,42.0,0.5999988000024,2.0,1.0,2.0,19.0,0.16666666666666666,2.0,3.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0
390.2,0.0,0.6026869363701313,35.0,464.0,1.0,3.25,0.5,10910.0,1.0,75.0,0.0,1.0,4.0,1.0,12.0,0.0,1.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0
780.3333333333334,0.0,0.7231625412826639,27.0,1240.0,1.0,3.0,0.5,19715.0,1.0,33.0,0.0,1.0,2.0,1.0,13.0,0.0,1.0,4.0,1.0,6.0,3.0,0.0,4.0,0.0,0.0
88.1923076923077,0.0,0.7083347745241984,26.0,1357.0,1.0,2.25,0.5,10558.0,1.0,48.0,0.0,0.0,25.0,1.0,12.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0
969.5555555555555,0.0,1.2602033832229884,27.0,994.0,9.0,3.5,0.9,2975.0,9.0,37.0,0.8888879012356653,0.0,8.0,3.0,15.0,0.1,1.0,4.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0
2005.5,0.0,1.239045259754278,30.0,721.0,12.0,3.5,0.9230769230769231,10781.0,12.0,58.0,0.6666661111115741,0.0,1.0,2.0,23.0,0.23076923076923078,1.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,0.0
1503.4615384615386,0.0,1.2190063959634643,41.0,1360.0,23.0,3.0,0.9166666666666666,16280.0,18.0,49.0,0.6818178719009673,0.0,12.0,5.0,12.0,0.6521739130434783,1.0,2.0,3.0,0.0,3.0,0.0,4.0,15.0,1.0
190.33333333333334,0.0,0.6597076615359398,34.0,1065.0,10.0,2.75,0.8181818181818182,10034.0,9.0,72.0,0.5555549382722909,0.0,23.0,2.0,20.0,0.8,0.0,2.0,3.0,2.0,3.0,1.0,3.0,8.0,0.0
151.1,0.0,0.9327239364445835,37.0,408.0,8.0,2.0,0.1111111111111111,10227.0,1.0,73.0,0.0,0.0,19.0,1.0,21.0,0.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
962.0,1.0,0.833588577580001,46.0,1211.0,14.0,2.75,0.6,20445.0,9.0,98.0,0.666665925926749,0.0,5.0,2.0,21.0,0.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0
252.11111111111111,0.0,0.7009208911449656,35.0,1229.0,1.0,3.75,0.5,4892.0,1.0,36.0,0.0,0.0,8.0,1.0,19.0,0.0,1.0,4.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0
2690.5,1.0,1.6622544359854825,48.0,626.0,23.0,2.75,0.041666666666666664,19294.0,1.0,98.0,0.0,0.0,1.0,3.0,13.0,0.0,8.5,1.0,3.0,2.0,2.0,1.0,4.0,0.0,1.0
573.5,1.0,1.0629655294974996,28.0,1434.0,2.0,2.75,0.6666666666666666,11179.0,2.0,50.0,0.9999950000249999,0.0,5.0,1.0,13.0,0.6666666666666666,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0
2727.0,1.0,0.787663219355739,44.0,1488.0,9.0,2.0,0.4,4009.0,4.0,75.0,0.7499981250046875,1.0,1.0,2.0,21.0,0.2,5.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0
823.6666666666666,1.0,1.3128318063650042,35.0,1097.0,10.0,2.5,0.36363636363636365,8302.0,4.0,79.0,0.0,1.0,11.0,3.0,13.0,0.4,2.0,3.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0
173.20833333333334,1.0,0.6003513023215634,26.0,1443.0,5.0,3.0,0.3333333333333333,21436.0,2.0,47.0,0.9999950000249999,1.0,23.0,2.0,19.0,0.0,7.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0
6729.0,1.0,0.8393649566066156,33.0,515.0,15.0,2.75,0.9375,15146.0,15.0,98.0,0.9333327111115259,0.0,1.0,3.0,12.0,0.5,1.0,1.0,4.0,1.0,3.0,1.0,3.0,8.0,0.0
477.3157894736842,0.0,1.3097392255843778,35.0,853.0,9.0,2.25,0.9,11031.0,9.0,71.0,0.8888879012356653,1.0,18.0,3.0,22.0,0.1,1.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0
167.25,1.0,1.239971995176682,35.0,1142.0,4.0,2.5,0.4,16002.0,2.0,30.0,0.9999950000249999,1.0,23.0,1.0,15.0,0.6666666666666666,3.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0
739.375,0.0,1.8272133411734117,31.0,655.0,10.0,3.5,0.6363636363636364,9528.0,7.0,48.0,0.9999985714306123,1.0,7.0,2.0,22.0,0.125,3.0,4.0,4.0,3.0,3.0,0.0,4.0,1.0,0.0
2996.5,0.0,0.8215060574118803,37.0,1115.0,7.0,2.75,0.875,2689.0,7.0,51.0,0.7142846938790088,1.0,1.0,2.0,18.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0
3081.0,1.0,0.8446721718291351,32.0,427.0,9.0,2.5,0.9,10877.0,9.0,33.0,0.8888879012356653,1.0,1.0,2.0,22.0,0.7,1.0,1.0,4.0,3.0,3.0,0.0,2.0,7.0,0.0
80.2,0.0,0.743241808768086,38.0,653.0,10.0,3.75,0.9090909090909091,5456.0,10.0,50.0,0.2999997000003,0.0,29.0,2.0,11.0,0.8181818181818182,1.0,4.0,4.0,2.0,3.0,1.0,4.0,9.0,0.0
2342.5,1.0,1.1687991742315333,50.0,989.0,28.5,2.75,0.9,16701.0,18.0,43.0,0.11111106995886298,1.0,7.0,5.0,12.0,0.4642857142857143,5.0,2.0,3.0,2.0,2.0,0.0,4.0,13.0,0.0
293.7307692307692,0.0,1.1029306942097137,59.0,1435.0,28.0,2.0,0.7241379310344828,2354.0,18.0,99.0,0.7619043990931433,0.0,25.0,3.0,11.0,0.3181818181818182,7.0,1.0,1.0,3.0,3.0,1.0,4.0,7.0,0.0
1121.7777777777778,0.0,1.3409904812890614,36.0,1223.0,17.0,2.75,0.9444444444444444,8202.0,17.0,59.0,0.8235289273359251,3.0,8.0,3.0,13.0,0.6666666666666666,1.0,3.0,3.0,2.0,3.0,0.0,2.0,12.0,0.0
1639.5555555555557,1.0,0.858821898157579,55.0,836.0,21.0,3.25,0.22727272727272727,19730.0,5.0,33.0,0.0,3.0,8.0,4.0,14.0,0.0,2.0,4.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0
541.5833333333334,0.0,0.8908673230635425,36.0,1195.0,6.0,2.5,0.8571428571428571,22656.0,6.0,95.0,0.8333319444467593,0.0,11.0,2.0,13.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0
1215.5,0.0,3.0012599463888585,45.0,1339.0,25.0,2.25,0.038461538461538464,18787.0,1.0,59.0,0.0,1.0,7.0,3.0,17.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0
1097.0,0.0,0.677166219907153,35.0,664.0,5.0,2.25,0.5,5868.0,3.0,79.0,0.6666644444518518,1.0,1.0,1.0,13.0,0.25,4.0,2.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0
338.8,1.0,1.0456878546241724,36.0,318.0,2.0,2.5,0.3333333333333333,21777.0,1.0,79.0,0.0,1.0,9.0,1.0,17.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0
2736.5,0.0,0.790407187299956,59.0,1225.0,20.0,2.5,0.19047619047619047,24668.0,4.0,57.0,0.7499981250046875,0.0,1.0,2.0,11.0,0.2,7.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,0.0
901.0,0.0,0.8342663137689309,29.0,1328.0,6.0,3.0,0.7142857142857143,4956.0,5.0,76.0,0.7999984000032001,1.0,2.0,1.0,23.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,4.0,0.0,0.0
1250.5,0.0,0.771920107560524,31.0,1082.0,1.0,2.5,0.5,18775.0,1.0,87.0,0.9999900000999989,0.0,1.0,1.0,17.0,0.5,1.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0
3110.0,0.0,1.9197693198826304,32.0,548.0,10.0,2.25,0.9090909090909091,7346.0,10.0,66.0,0.3999996000004,2.0,1.0,2.0,17.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0
434.0,0.0,0.9384740710878825,36.0,132.0,5.0,2.75,0.16666666666666666,22002.0,1.0,55.0,0.0,0.0,6.0,1.0,12.0,0.0,3.0,2.0,4.0,3.0,4.0,0.0,2.0,0.0,0.0
491.55555555555554,0.0,0.6064313028516868,31.0,746.0,11.0,3.5,0.9166666666666666,20682.0,11.0,61.0,0.6363630578517656,0.0,8.0,2.0,23.0,0.08333333333333333,1.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,0.0
2156.0,0.0,0.6227363039717541,35.0,776.0,16.0,2.25,0.8823529411764706,23016.0,15.0,32.0,0.8666660888892741,0.0,1.0,2.0,14.0,0.125,0.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0
1892.142857142857,1.0,0.8260803128440053,45.0,193.0,17.0,2.75,0.0,15067.0,0.0,52.0,0.0,0.0,6.0,3.0,14.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0
1708.0,0.0,0.8522130158324264,37.0,397.0,16.0,2.25,0.29411764705882354,25258.0,5.0,30.0,0.39999920000160005,0.0,7.0,3.0,13.0,0.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0
836.8333333333334,1.0,1.1853862952251668,46.0,945.0,16.0,2.75,0.23529411764705882,10425.0,4.0,80.0,0.49999875000312505,1.0,5.0,2.0,22.0,0.0,8.0,2.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0
2563.0,1.0,1.5834819250811343,30.0,852.0,10.0,3.25,0.9090909090909091,15998.0,10.0,55.0,0.7999992000008,2.0,1.0,2.0,12.0,0.2727272727272727,1.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,0.0
1429.5,0.0,0.8824148690585918,35.0,1214.0,6.0,2.25,0.8571428571428571,26278.0,6.0,30.0,0.6666655555574075,0.0,1.0,1.0,18.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0
5119.5,0.0,1.4787098832019456,55.0,111.0,24.0,3.0,0.04,18092.0,1.0,70.0,0.0,1.0,1.0,3.0,14.0,0.5,3.0,1.0,4.0,4.0,3.0,0.0,4.0,1.0,0.0
761.2857142857143,1.0,1.6447669944782215,38.0,573.0,17.0,3.25,0.7222222222222222,15717.0,13.0,79.0,0.8461531952667729,3.0,6.0,2.0,12.0,0.07142857142857142,7.0,2.0,4.0,3.0,1.0,0.0,4.0,1.0,0.0
2162.5,0.0,0.592860620441579,34.0,1153.0,5.0,2.25,0.8333333333333334,17736.0,5.0,94.0,0.39999920000160005,0.0,1.0,2.0,15.0,0.16666666666666666,1.0,1.0,2.0,2.0,3.0,0.0,3.0,1.0,0.0
907.5,0.0,0.99518337674124,56.0,1400.0,28.5,2.75,0.15789473684210525,21698.0,6.0,49.0,0.6666655555574075,0.0,7.0,3.0,11.0,0.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0
774.0,0.0,0.8842345773038842,23.0,541.0,3.0,2.5,0.0,9518.0,0.0,62.0,0.0,1.0,2.0,1.0,13.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0
207.5,0.0,0.6409920004961672,51.0,432.0,10.0,3.25,0.36363636363636365,18725.0,4.0,96.0,0.49999875000312505,2.0,9.0,1.0,23.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0
1384.0,0.0,0.5514849919088929,30.0,288.0,11.0,2.75,0.9166666666666666,15830.0,11.0,99.0,0.9090900826453795,3.0,2.0,2.0,19.0,0.8333333333333334,1.0,3.0,4.0,3.0,2.0,0.0,1.0,10.0,0.0
961.9,0.0,1.3891698766011833,46.0,669.0,9.0,3.5,0.9,13596.0,9.0,64.0,0.8888879012356653,0.0,9.0,3.0,16.0,0.4,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0
6751.5,0.0,1.7935216391487911,40.0,530.0,22.0,2.75,0.9565217391304348,14115.0,18.0,78.0,0.13636357438019348,1.0,1.0,4.0,22.0,0.4782608695652174,1.0,3.0,2.0,3.0,2.0,0.0,4.0,11.0,0.0
247.3181818181818,1.0,0.7857857676044327,51.0,632.0,11.0,3.0,0.8333333333333334,8423.0,10.0,71.0,0.6999993000007,0.0,21.0,2.0,22.0,0.09090909090909091,0.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,0.0
1041.8,1.0,0.7522804748118893,30.0,1334.0,11.0,2.25,0.9166666666666666,19760.0,11.0,63.0,0.7272720661163036,3.0,4.0,2.0,12.0,0.16666666666666666,1.0,3.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0
5336.5,1.0,1.4176298937002925,46.0,638.0,21.0,2.25,0.45454545454545453,3142.0,10.0,40.0,0.8999991000009,1.0,1.0,3.0,13.0,0.8181818181818182,2.0,3.0,1.0,5.0,2.0,0.0,3.0,9.0,0.0
715.7142857142857,0.0,0.7235410210803543,32.0,1093.0,12.0,2.25,0.8461538461538461,24301.0,11.0,87.0,0.7272720661163036,0.0,6.0,2.0,16.0,0.4166666666666667,1.0,2.0,3.0,0.0,3.0,1.0,1.0,5.0,0.0
4516.333333333333,0.0,0.8450405555850077,54.0,1217.0,16.0,1.5,0.23529411764705882,24001.0,4.0,60.0,0.7499981250046875,1.0,2.0,3.0,12.0,0.0,8.5,1.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0
1249.75,0.0,0.7219524080600183,24.0,1353.0,4.0,1.75,0.6,17519.0,3.0,33.0,0.6666644444518518,1.0,3.0,2.0,21.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0
844.2,0.0,0.6095941417126098,28.0,120.0,5.0,2.75,0.8333333333333334,8863.0,5.0,43.0,0.7999984000032001,0.0,4.0,2.0,15.0,0.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0
1261.090909090909,0.0,2.0033854380093166,58.0,682.0,28.5,3.0,0.9487179487179487,24409.0,18.0,37.0,0.270270197224271,0.0,10.0,4.0,13.0,0.02631578947368421,0.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0
85.08333333333333,0.0,0.6307979108497221,44.0,489.0,17.0,2.75,0.16666666666666666,25043.0,3.0,67.0,0.6666644444518518,1.0,23.0,2.0,12.0,0.25,4.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0
296.14285714285717,1.0,0.48940565425249366,37.0,807.0,7.0,2.75,0.375,23648.0,3.0,63.0,0.6666644444518518,0.0,6.0,1.0,22.0,0.0,4.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,1.0
1478.0,0.0,0.9123533938220347,32.0,827.0,1.0,3.0,0.5,15178.0,1.0,71.0,0.0,0.0,1.0,1.0,13.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0
418.0,1.0,0.9038759486514628,20.0,871.0,1.0,3.25,0.5,19783.0,1.0,66.0,0.0,0.0,6.0,1.0,18.0,0.5,1.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0
687.0,0.0,1.4842718101793522,34.0,665.0,16.0,2.5,0.9411764705882353,12482.0,16.0,41.0,0.8124994921878174,0.0,6.0,2.0,14.0,0.11764705882352941,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0
1721.0,0.0,0.6857699935514485,37.0,1040.0,17.0,3.75,0.05555555555555555,15850.0,1.0,100.0,0.0,1.0,2.0,2.0,14.0,0.0,5.0,3.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0
6281.333333333333,0.0,1.096749786451709,59.0,1420.0,28.5,3.5,0.0967741935483871,21922.0,3.0,32.0,0.6666644444518518,1.0,2.0,5.0,21.0,0.5,8.5,3.0,4.0,3.0,2.0,0.0,4.0,2.0,0.0
9086.0,1.0,1.1333734575312393,50.0,1115.0,28.0,1.5,0.27586206896551724,9755.0,8.0,73.0,0.37499953125058594,0.0,1.0,5.0,19.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
957.3333333333334,1.0,0.8295448353464182,25.0,240.0,6.0,3.25,0.8571428571428571,26959.0,6.0,46.0,0.6666655555574075,0.0,5.0,2.0,11.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,1.0
361.125,0.0,0.8916742066142958,25.0,1280.0,2.0,3.5,0.6666666666666666,26897.0,2.0,64.0,0.9999950000249999,2.0,7.0,1.0,11.0,0.6666666666666666,1.0,4.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0
179.4375,0.0,0.8868857992407211,22.0,534.0,1.0,3.0,0.0,23785.0,0.0,59.0,0.0,0.0,15.0,1.0,15.0,0.0,1.0,2.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0
3742.0,0.0,0.9940543543945459,51.0,1456.0,23.0,1.75,0.5416666666666666,25796.0,13.0,30.0,0.9230762130182977,0.0,1.0,3.0,20.0,0.8571428571428571,3.0,1.0,1.0,1.0,2.0,1.0,3.0,12.0,0.0
